STATE,SEX,AGEGRP,NMEMB,YEAR
North Dakota,1,20_29,997,2016
North Dakota,2,20_29,807,2016
North Dakota,1,30_39,1042,2016
North Dakota,2,30_39,840,2016
North Dakota,1,40_49,847,2016
North Dakota,2,40_49,705,2016
North Dakota,1,50_59,902,2016
North Dakota,2,50_59,825,2016
North Dakota,1,60_69,347,2016
North Dakota,2,60_69,307,2016
Ohio,1,00_04,26503,2016
Ohio,2,00_04,24849,2016
Ohio,1,05_09,30242,2016
Ohio,2,05_09,28790,2016
Ohio,1,10_19,70760,2016
Ohio,2,10_19,67156,2016
Ohio,1,20_29,63223,2016
Ohio,2,20_29,63994,2016
Ohio,1,30_39,60662,2016
Ohio,2,30_39,66830,2016
Ohio,1,40_49,71466,2016
Ohio,2,40_49,76876,2016
Ohio,1,50_59,81779,2016
Ohio,2,50_59,91732,2016
Ohio,1,60_69,34068,2016
Ohio,2,60_69,37807,2016
Oklahoma,1,00_04,6747,2016
Oklahoma,2,00_04,6439,2016
Oklahoma,1,05_09,8446,2016
Oklahoma,2,05_09,8006,2016
Oklahoma,1,10_19,19714,2016
Oklahoma,2,10_19,19279,2016
Oklahoma,1,20_29,18434,2016
Oklahoma,2,20_29,21020,2016
Oklahoma,1,30_39,17714,2016
Oklahoma,2,30_39,23408,2016
Oklahoma,1,40_49,19355,2016
Oklahoma,2,40_49,26391,2016
Oklahoma,1,50_59,23733,2016
Oklahoma,2,50_59,32904,2016
Oklahoma,1,60_69,10895,2016
Oklahoma,2,60_69,14913,2016
Oregon,1,00_04,7083,2016
Oregon,2,00_04,6600,2016
Oregon,1,05_09,8477,2016
Oregon,2,05_09,8146,2016
Oregon,1,10_19,18816,2016
Oregon,2,10_19,17905,2016
Oregon,1,20_29,15016,2016
Oregon,2,20_29,15870,2016
Oregon,1,30_39,16345,2016
Oregon,2,30_39,18916,2016
Oregon,1,40_49,19041,2016
Oregon,2,40_49,21415,2016
Oregon,1,50_59,19769,2016
Oregon,2,50_59,23156,2016
Oregon,1,60_69,8422,2016
Oregon,2,60_69,9871,2016
Pennsylvania,1,00_04,17183,2016
Pennsylvania,2,00_04,16305,2016
Pennsylvania,1,05_09,19760,2016
Pennsylvania,2,05_09,18953,2016
Pennsylvania,1,10_19,44440,2016
Pennsylvania,2,10_19,43010,2016
Pennsylvania,1,20_29,43829,2016
Pennsylvania,2,20_29,43295,2016
Pennsylvania,1,30_39,42685,2016
Pennsylvania,2,30_39,45625,2016
Pennsylvania,1,40_49,49989,2016
Pennsylvania,2,40_49,53089,2016
Pennsylvania,1,50_59,59194,2016
Pennsylvania,2,50_59,63424,2016
Pennsylvania,1,60_69,22849,2016
Pennsylvania,2,60_69,24422,2016
Rhode Island,1,00_04,1233,2016
Rhode Island,2,00_04,1226,2016
Rhode Island,1,05_09,1332,2016
Rhode Island,2,05_09,1292,2016
Rhode Island,1,10_19,2982,2016
Rhode Island,2,10_19,2850,2016
Rhode Island,1,20_29,3582,2016
Rhode Island,2,20_29,3059,2016
Rhode Island,1,30_39,3628,2016
Rhode Island,2,30_39,3486,2016
Rhode Island,1,40_49,3498,2016
Rhode Island,2,40_49,3551,2016
Rhode Island,1,50_59,4429,2016
Rhode Island,2,50_59,4774,2016
Rhode Island,1,60_69,1737,2016
Rhode Island,2,60_69,1713,2016
South Carolina,1,00_04,26221,2016
South Carolina,2,00_04,24941,2016
South Carolina,1,05_09,30831,2016
South Carolina,2,05_09,29590,2016
South Carolina,1,10_19,72567,2016
South Carolina,2,10_19,69757,2016
South Carolina,1,20_29,72009,2016
South Carolina,2,20_29,78830,2016
South Carolina,1,30_39,72313,2016
South Carolina,2,30_39,88612,2016
South Carolina,1,40_49,86530,2016
South Carolina,2,40_49,104795,2016
South Carolina,1,50_59,97646,2016
South Carolina,2,50_59,124399,2016
South Carolina,1,60_69,43555,2016
South Carolina,2,60_69,57825,2016
South Dakota,1,00_04,862,2016
South Dakota,2,00_04,819,2016
South Dakota,1,05_09,1038,2016
South Dakota,2,05_09,886,2016
South Dakota,1,10_19,1936,2016
South Dakota,2,10_19,1800,2016
South Dakota,1,20_29,1750,2016
South Dakota,2,20_29,1795,2016
South Dakota,1,30_39,1907,2016
South Dakota,2,30_39,1925,2016
South Dakota,1,40_49,1768,2016
South Dakota,2,40_49,1822,2016
South Dakota,1,50_59,1925,2016
South Dakota,2,50_59,2043,2016
South Dakota,1,60_69,713,2016
South Dakota,2,60_69,736,2016
Tennessee,1,00_04,14960,2016
Tennessee,2,00_04,14130,2016
Tennessee,1,05_09,18815,2016
Tennessee,2,05_09,17704,2016
Tennessee,1,10_19,44866,2016
Tennessee,2,10_19,43263,2016
Tennessee,1,20_29,40044,2016
Tennessee,2,20_29,42395,2016
Tennessee,1,30_39,36067,2016
Tennessee,2,30_39,44586,2016
Tennessee,1,40_49,46017,2016
Tennessee,2,40_49,56262,2016
Tennessee,1,50_59,53267,2016
Tennessee,2,50_59,66463,2016
Tennessee,1,60_69,23700,2016
Tennessee,2,60_69,29972,2016
Texas,1,00_04,49543,2016
Texas,2,00_04,47512,2016
Texas,1,05_09,59657,2016
Texas,2,05_09,56901,2016
Texas,1,10_19,129363,2016
Texas,2,10_19,124593,2016
Texas,1,20_29,114151,2016
Texas,2,20_29,122278,2016
Texas,1,30_39,115365,2016
Texas,2,30_39,135187,2016
Texas,1,40_49,129602,2016
Texas,2,40_49,143132,2016
Texas,1,50_59,131326,2016
Texas,2,50_59,145556,2016
Texas,1,60_69,48164,2016
Texas,2,60_69,53277,2016
Utah,1,00_04,9298,2016
Utah,2,00_04,8768,2016
Utah,1,05_09,10892,2016
Utah,2,05_09,10416,2016
Utah,1,10_19,21734,2016
Utah,2,10_19,20985,2016
Utah,1,20_29,17207,2016
Utah,2,20_29,17651,2016
Utah,1,30_39,16576,2016
Utah,2,30_39,17559,2016
Utah,1,40_49,14974,2016
Utah,2,40_49,15843,2016
Utah,1,50_59,13806,2016
Utah,2,50_59,14633,2016
Utah,1,60_69,5332,2016
Utah,2,60_69,5684,2016
Vermont,1,00_04,273,2016
Vermont,2,00_04,247,2016
Vermont,1,05_09,325,2016
Vermont,2,05_09,317,2016
Vermont,1,10_19,905,2016
Vermont,2,10_19,851,2016
Vermont,1,20_29,1014,2016
Vermont,2,20_29,822,2016
Vermont,1,30_39,849,2016
Vermont,2,30_39,719,2016
Vermont,1,40_49,1084,2016
Vermont,2,40_49,1007,2016
Vermont,1,50_59,1750,2016
Vermont,2,50_59,1673,2016
Vermont,1,60_69,880,2016
Vermont,2,60_69,881,2016
Virginia,1,00_04,11800,2016
Virginia,2,00_04,11317,2016
Virginia,1,05_09,13762,2016
Virginia,2,05_09,13427,2016
Virginia,1,10_19,30767,2016
Virginia,2,10_19,29723,2016
Virginia,1,20_29,29119,2016
Virginia,2,20_29,29796,2016
Virginia,1,30_39,28234,2016
Virginia,2,30_39,31027,2016
Virginia,1,40_49,32497,2016
Virginia,2,40_49,35271,2016
Virginia,1,50_59,38387,2016
Virginia,2,50_59,40704,2016
Virginia,1,60_69,13795,2016
Virginia,2,60_69,14777,2016
Washington,1,00_04,10901,2016
Washington,2,00_04,10470,2016
Washington,1,05_09,13025,2016
Washington,2,05_09,12223,2016
Washington,1,10_19,30625,2016
Washington,2,10_19,29229,2016
Washington,1,20_29,31419,2016
Washington,2,20_29,31220,2016
Washington,1,30_39,26432,2016
Washington,2,30_39,29028,2016
Washington,1,40_49,29611,2016
Washington,2,40_49,34848,2016
Washington,1,50_59,44070,2016
Washington,2,50_59,46793,2016
Washington,1,60_69,17069,2016
Washington,2,60_69,17775,2016
Washington DC,1,00_04,322,2016
Washington DC,2,00_04,331,2016
Washington DC,1,05_09,291,2016
Washington DC,2,05_09,242,2016
Washington DC,1,10_19,415,2016
Washington DC,2,10_19,406,2016
Washington DC,1,20_29,1167,2016
Washington DC,2,20_29,1411,2016
Washington DC,1,30_39,1621,2016
Washington DC,2,30_39,1773,2016
Washington DC,1,40_49,1023,2016
Washington DC,2,40_49,1058,2016
Washington DC,1,50_59,876,2016
Washington DC,2,50_59,832,2016
Washington DC,1,60_69,266,2016
Washington DC,2,60_69,352,2016
West Virginia,1,00_04,1279,2016
West Virginia,2,00_04,1158,2016
West Virginia,1,05_09,1548,2016
West Virginia,2,05_09,1510,2016
West Virginia,1,10_19,3556,2016
West Virginia,2,10_19,3456,2016
West Virginia,1,20_29,3482,2016
West Virginia,2,20_29,3103,2016
West Virginia,1,30_39,3599,2016
West Virginia,2,30_39,3219,2016
West Virginia,1,40_49,4284,2016
West Virginia,2,40_49,4013,2016
West Virginia,1,50_59,4996,2016
West Virginia,2,50_59,4928,2016
West Virginia,1,60_69,2153,2016
West Virginia,2,60_69,2252,2016
Wisconsin,1,00_04,9508,2016
Wisconsin,2,00_04,8966,2016
Wisconsin,1,05_09,10879,2016
Wisconsin,2,05_09,10789,2016
Wisconsin,1,10_19,24322,2016
Wisconsin,2,10_19,24044,2016
Wisconsin,1,20_29,21618,2016
Wisconsin,2,20_29,23092,2016
Wisconsin,1,30_39,20787,2016
Wisconsin,2,30_39,24585,2016
Wisconsin,1,40_49,23512,2016
Wisconsin,2,40_49,26642,2016
Wisconsin,1,50_59,29690,2016
Wisconsin,2,50_59,34523,2016
Wisconsin,1,60_69,12095,2016
Wisconsin,2,60_69,13271,2016
Wyoming,1,00_04,816,2016
Wyoming,2,00_04,733,2016
Wyoming,1,05_09,882,2016
Wyoming,2,05_09,841,2016
Wyoming,1,10_19,1752,2016
Wyoming,2,10_19,1738,2016
Wyoming,1,20_29,1635,2016
Wyoming,2,20_29,1744,2016
Wyoming,1,30_39,1665,2016
Wyoming,2,30_39,1745,2016
Wyoming,1,40_49,1466,2016
Wyoming,2,40_49,1477,2016
Wyoming,1,50_59,1684,2016
Wyoming,2,50_59,1900,2016
Wyoming,1,60_69,705,2016
Wyoming,2,60_69,704,2016
Alabama,1,00_04,6796,2017
Alabama,2,00_04,6607,2017
Alabama,1,05_09,8211,2017
Alabama,2,05_09,8218,2017
Alabama,1,10_19,20687,2017
Alabama,2,10_19,20155,2017
Alabama,1,20_29,21967,2017
Alabama,2,20_29,21971,2017
Alabama,1,30_39,20204,2017
Alabama,2,30_39,22719,2017
Alabama,1,40_49,24720,2017
Alabama,2,40_49,25585,2017
Alabama,1,50_59,27539,2017
Alabama,2,50_59,30253,2017
Alabama,1,60_69,11677,2017
Alabama,2,60_69,12997,2017
Alaska,1,00_04,430,2017
Alaska,2,00_04,438,2017
Alaska,1,05_09,491,2017
Alaska,2,05_09,430,2017
Alaska,1,10_19,1063,2017
Alaska,2,10_19,1011,2017
Alaska,1,20_29,1176,2017
Alaska,2,20_29,1211,2017
Alaska,1,30_39,1192,2017
Alaska,2,30_39,1135,2017
Alaska,1,40_49,1080,2017
Alaska,2,40_49,1116,2017
Alaska,1,50_59,1173,2017
Alaska,2,50_59,1242,2017
Alaska,1,60_69,461,2017
Alaska,2,60_69,439,2017
Arizona,1,00_04,9936,2017
Arizona,2,00_04,9307,2017
Arizona,1,05_09,11508,2017
Arizona,2,05_09,10938,2017
Arizona,1,10_19,24281,2017
Arizona,2,10_19,23317,2017
Arizona,1,20_29,22771,2017
Arizona,2,20_29,23157,2017
Arizona,1,30_39,22978,2017
Arizona,2,30_39,23775,2017
Arizona,1,40_49,24560,2017
Arizona,2,40_49,25161,2017
Arizona,1,50_59,25164,2017
Arizona,2,50_59,26715,2017
Arizona,1,60_69,9501,2017
Arizona,2,60_69,10383,2017
Arkansas,1,00_04,1855,2017
Arkansas,2,00_04,1803,2017
Arkansas,1,05_09,2248,2017
Arkansas,2,05_09,2144,2017
Arkansas,1,10_19,5309,2017
Arkansas,2,10_19,5204,2017
Arkansas,1,20_29,5324,2017
Arkansas,2,20_29,5171,2017
Arkansas,1,30_39,5352,2017
Arkansas,2,30_39,5193,2017
Arkansas,1,40_49,5938,2017
Arkansas,2,40_49,5941,2017
Arkansas,1,50_59,6396,2017
Arkansas,2,50_59,6335,2017
Arkansas,1,60_69,2311,2017
Arkansas,2,60_69,2550,2017
California,1,00_04,39780,2017
California,2,00_04,37728,2017
California,1,05_09,44530,2017
California,2,05_09,42286,2017
California,1,10_19,91468,2017
California,2,10_19,88187,2017
California,1,20_29,87090,2017
California,2,20_29,87792,2017
California,1,30_39,96874,2017
California,2,30_39,107912,2017
California,1,40_49,105997,2017
California,2,40_49,114074,2017
California,1,50_59,112374,2017
California,2,50_59,118976,2017
California,1,60_69,44446,2017
California,2,60_69,47828,2017
Colorado,1,00_04,7688,2017
Colorado,2,00_04,7425,2017
Colorado,1,05_09,8891,2017
Colorado,2,05_09,8277,2017
Colorado,1,10_19,18921,2017
Colorado,2,10_19,17931,2017
Colorado,1,20_29,18254,2017
Colorado,2,20_29,18590,2017
Colorado,1,30_39,19942,2017
Colorado,2,30_39,21313,2017
Colorado,1,40_49,20703,2017
Colorado,2,40_49,21518,2017
Colorado,1,50_59,22585,2017
Colorado,2,50_59,23755,2017
Colorado,1,60_69,9056,2017
Colorado,2,60_69,9329,2017
Connecticut,1,00_04,5059,2017
Connecticut,2,00_04,4702,2017
Connecticut,1,05_09,5993,2017
Connecticut,2,05_09,5653,2017
Connecticut,1,10_19,14228,2017
Connecticut,2,10_19,13750,2017
Connecticut,1,20_29,15485,2017
Connecticut,2,20_29,12685,2017
Connecticut,1,30_39,13829,2017
Connecticut,2,30_39,12061,2017
Connecticut,1,40_49,15474,2017
Connecticut,2,40_49,15359,2017
Connecticut,1,50_59,21429,2017
Connecticut,2,50_59,20614,2017
Connecticut,1,60_69,8678,2017
Connecticut,2,60_69,7945,2017
Delaware,1,00_04,2125,2017
Delaware,2,00_04,1935,2017
Delaware,1,05_09,2344,2017
Delaware,2,05_09,2253,2017
Delaware,1,10_19,5457,2017
Delaware,2,10_19,5001,2017
Delaware,1,20_29,4669,2017
Delaware,2,20_29,5107,2017
Delaware,1,30_39,4431,2017
Delaware,2,30_39,5503,2017
Delaware,1,40_49,5047,2017
Delaware,2,40_49,6229,2017
Delaware,1,50_59,6067,2017
Delaware,2,50_59,7525,2017
Delaware,1,60_69,2753,2017
Delaware,2,60_69,3497,2017
Florida,1,00_04,33515,2017
Florida,2,00_04,31961,2017
Florida,1,05_09,39663,2017
Florida,2,05_09,37808,2017
Florida,1,10_19,93358,2017
Florida,2,10_19,90586,2017
Florida,1,20_29,96360,2017
Florida,2,20_29,104687,2017
Florida,1,30_39,93740,2017
Florida,2,30_39,115723,2017
Florida,1,40_49,111099,2017
Florida,2,40_49,132320,2017
Florida,1,50_59,127777,2017
Florida,2,50_59,152013,2017
Florida,1,60_69,50278,2017
Florida,2,60_69,61362,2017
Georgia,1,00_04,23014,2017
Georgia,2,00_04,22243,2017
Georgia,1,05_09,28827,2017
Georgia,2,05_09,27964,2017
Georgia,1,10_19,71474,2017
Georgia,2,10_19,69085,2017
Georgia,1,20_29,59690,2017
Georgia,2,20_29,68981,2017
Georgia,1,30_39,54481,2017
Georgia,2,30_39,77017,2017
Georgia,1,40_49,73428,2017
Georgia,2,40_49,98197,2017
Georgia,1,50_59,79306,2017
Georgia,2,50_59,103463,2017
Georgia,1,60_69,33225,2017
Georgia,2,60_69,43118,2017
Hawaii,1,00_04,32,2017
Hawaii,2,00_04,24,2017
Hawaii,1,05_09,54,2017
Hawaii,2,05_09,42,2017
Hawaii,1,10_19,143,2017
Hawaii,2,10_19,123,2017
Hawaii,1,20_29,123,2017
Hawaii,2,20_29,128,2017
Hawaii,1,30_39,78,2017
Hawaii,2,30_39,78,2017
Hawaii,1,40_49,140,2017
Hawaii,2,40_49,167,2017
Hawaii,1,50_59,206,2017
Hawaii,2,50_59,263,2017
Hawaii,1,60_69,158,2017
Hawaii,2,60_69,187,2017
Idaho,1,00_04,2062,2017
Idaho,2,00_04,1996,2017
Idaho,1,05_09,2513,2017
Idaho,2,05_09,2413,2017
Idaho,1,10_19,5954,2017
Idaho,2,10_19,5764,2017
Idaho,1,20_29,5657,2017
Idaho,2,20_29,6417,2017
Idaho,1,30_39,5421,2017
Idaho,2,30_39,6573,2017
Idaho,1,40_49,5967,2017
Idaho,2,40_49,6984,2017
Idaho,1,50_59,7125,2017
Idaho,2,50_59,8718,2017
Idaho,1,60_69,4187,2017
Idaho,2,60_69,5069,2017
Illinois,1,00_04,17727,2017
Illinois,2,00_04,16729,2017
Illinois,1,05_09,20226,2017
Illinois,2,05_09,19529,2017
Illinois,1,10_19,48206,2017
Illinois,2,10_19,45989,2017
Illinois,1,20_29,47146,2017
Illinois,2,20_29,43650,2017
Illinois,1,30_39,44494,2017
Illinois,2,30_39,43881,2017
Illinois,1,40_49,49653,2017
Illinois,2,40_49,50381,2017
Illinois,1,50_59,57758,2017
Illinois,2,50_59,60753,2017
Illinois,1,60_69,23768,2017
Illinois,2,60_69,25299,2017
Indiana,1,00_04,10319,2017
Indiana,2,00_04,9657,2017
Indiana,1,05_09,12181,2017
Indiana,2,05_09,11886,2017
Indiana,1,10_19,29774,2017
Indiana,2,10_19,28358,2017
Indiana,1,20_29,28063,2017
Indiana,2,20_29,27359,2017
Indiana,1,30_39,23804,2017
Indiana,2,30_39,25685,2017
Indiana,1,40_49,29358,2017
Indiana,2,40_49,30675,2017
Indiana,1,50_59,33330,2017
Indiana,2,50_59,36152,2017
Indiana,1,60_69,14728,2017
Indiana,2,60_69,16484,2017
Iowa,1,00_04,4645,2017
Iowa,2,00_04,4376,2017
Iowa,1,05_09,5031,2017
Iowa,2,05_09,4767,2017
Iowa,1,10_19,10377,2017
Iowa,2,10_19,10180,2017
Iowa,1,20_29,10488,2017
Iowa,2,20_29,10929,2017
Iowa,1,30_39,10947,2017
Iowa,2,30_39,11008,2017
Iowa,1,40_49,10635,2017
Iowa,2,40_49,10347,2017
Iowa,1,50_59,10652,2017
Iowa,2,50_59,10919,2017
Iowa,1,60_69,4079,2017
Iowa,2,60_69,3874,2017
Kansas,1,00_04,5071,2017
Kansas,2,00_04,4897,2017
Kansas,1,05_09,5955,2017
Kansas,2,05_09,5640,2017
Kansas,1,10_19,12830,2017
Kansas,2,10_19,12531,2017
Kansas,1,20_29,11589,2017
Kansas,2,20_29,12468,2017
Kansas,1,30_39,10838,2017
Kansas,2,30_39,12062,2017
Kansas,1,40_49,11539,2017
Kansas,2,40_49,12307,2017
Kansas,1,50_59,13621,2017
Kansas,2,50_59,14673,2017
Kansas,1,60_69,5640,2017
Kansas,2,60_69,5869,2017
Kentucky,1,00_04,8171,2017
Kentucky,2,00_04,7603,2017
Kentucky,1,05_09,9516,2017
Kentucky,2,05_09,9217,2017
Kentucky,1,10_19,22070,2017
Kentucky,2,10_19,21452,2017
Kentucky,1,20_29,20721,2017
Kentucky,2,20_29,19678,2017
Kentucky,1,30_39,19976,2017
Kentucky,2,30_39,21127,2017
Kentucky,1,40_49,24811,2017
Kentucky,2,40_49,26054,2017
Kentucky,1,50_59,24482,2017
Kentucky,2,50_59,25887,2017
Kentucky,1,60_69,9266,2017
Kentucky,2,60_69,10337,2017
Louisiana,1,00_04,10941,2017
Louisiana,2,00_04,10475,2017
Louisiana,1,05_09,12430,2017
Louisiana,2,05_09,12052,2017
Louisiana,1,10_19,29021,2017
Louisiana,2,10_19,28150,2017
Louisiana,1,20_29,29385,2017
Louisiana,2,20_29,30676,2017
Louisiana,1,30_39,30420,2017
Louisiana,2,30_39,35544,2017
Louisiana,1,40_49,33015,2017
Louisiana,2,40_49,38044,2017
Louisiana,1,50_59,38753,2017
Louisiana,2,50_59,46612,2017
Louisiana,1,60_69,17685,2017
Louisiana,2,60_69,21154,2017
Maine,1,00_04,1078,2017
Maine,2,00_04,959,2017
Maine,1,05_09,1214,2017
Maine,2,05_09,1140,2017
Maine,1,10_19,2884,2017
Maine,2,10_19,2724,2017
Maine,1,20_29,3430,2017
Maine,2,20_29,2837,2017
Maine,1,30_39,2892,2017
Maine,2,30_39,2395,2017
Maine,1,40_49,3303,2017
Maine,2,40_49,3040,2017
Maine,1,50_59,5258,2017
Maine,2,50_59,4571,2017
Maine,1,60_69,2135,2017
Maine,2,60_69,1746,2017
Maryland,1,00_04,5944,2017
Maryland,2,00_04,5948,2017
Maryland,1,05_09,6797,2017
Maryland,2,05_09,6540,2017
Maryland,1,10_19,15022,2017
Maryland,2,10_19,14655,2017
Maryland,1,20_29,15394,2017
Maryland,2,20_29,14855,2017
Maryland,1,30_39,15411,2017
Maryland,2,30_39,16752,2017
Maryland,1,40_49,16595,2017
Maryland,2,40_49,18065,2017
Maryland,1,50_59,19454,2017
Maryland,2,50_59,21486,2017
Maryland,1,60_69,7539,2017
Maryland,2,60_69,7944,2017
Massachusetts,1,00_04,10419,2017
Massachusetts,2,00_04,9863,2017
Massachusetts,1,05_09,11410,2017
Massachusetts,2,05_09,10959,2017
Massachusetts,1,10_19,25098,2017
Massachusetts,2,10_19,24333,2017
Massachusetts,1,20_29,23051,2017
Massachusetts,2,20_29,23874,2017
Massachusetts,1,30_39,24898,2017
Massachusetts,2,30_39,28177,2017
Massachusetts,1,40_49,28337,2017
Massachusetts,2,40_49,30770,2017
Massachusetts,1,50_59,31000,2017
Massachusetts,2,50_59,34027,2017
Massachusetts,1,60_69,11446,2017
Massachusetts,2,60_69,12667,2017
Michigan,1,00_04,19734,2017
Michigan,2,00_04,18764,2017
Michigan,1,05_09,23171,2017
Michigan,2,05_09,22271,2017
Michigan,1,10_19,59780,2017
Michigan,2,10_19,57187,2017
Michigan,1,20_29,57981,2017
Michigan,2,20_29,54806,2017
Michigan,1,30_39,44321,2017
Michigan,2,30_39,46144,2017
Michigan,1,40_49,57619,2017
Michigan,2,40_49,60243,2017
Michigan,1,50_59,72408,2017
Michigan,2,50_59,78121,2017
Michigan,1,60_69,34943,2017
Michigan,2,60_69,37444,2017
Minnesota,1,00_04,7645,2017
Minnesota,2,00_04,7315,2017
Minnesota,1,05_09,8195,2017
Minnesota,2,05_09,7888,2017
Minnesota,1,10_19,16601,2017
Minnesota,2,10_19,15936,2017
Minnesota,1,20_29,14859,2017
Minnesota,2,20_29,14108,2017
Minnesota,1,30_39,17225,2017
Minnesota,2,30_39,17852,2017
Minnesota,1,40_49,17406,2017
Minnesota,2,40_49,17182,2017
Minnesota,1,50_59,19335,2017
Minnesota,2,50_59,19421,2017
Minnesota,1,60_69,7003,2017
Minnesota,2,60_69,6797,2017
Mississippi,1,00_04,4610,2017
Mississippi,2,00_04,4373,2017
Mississippi,1,05_09,5734,2017
Mississippi,2,05_09,5160,2017
Mississippi,1,10_19,13312,2017
Mississippi,2,10_19,12506,2017
Mississippi,1,20_29,12121,2017
Mississippi,2,20_29,14505,2017
Mississippi,1,30_39,12123,2017
Mississippi,2,30_39,18912,2017
Mississippi,1,40_49,14414,2017
Mississippi,2,40_49,22060,2017
Mississippi,1,50_59,15163,2017
Mississippi,2,50_59,22694,2017
Mississippi,1,60_69,6452,2017
Mississippi,2,60_69,9183,2017
Missouri,1,00_04,11882,2017
Missouri,2,00_04,11328,2017
Missouri,1,05_09,13906,2017
Missouri,2,05_09,13382,2017
Missouri,1,10_19,31726,2017
Missouri,2,10_19,30429,2017
Missouri,1,20_29,28783,2017
Missouri,2,20_29,30101,2017
Missouri,1,30_39,25617,2017
Missouri,2,30_39,30612,2017
Missouri,1,40_49,28154,2017
Missouri,2,40_49,33833,2017
Missouri,1,50_59,33671,2017
Missouri,2,50_59,40599,2017
Missouri,1,60_69,14248,2017
Missouri,2,60_69,16782,2017
Montana,1,00_04,619,2017
Montana,2,00_04,583,2017
Montana,1,05_09,771,2017
Montana,2,05_09,741,2017
Montana,1,10_19,1660,2017
Montana,2,10_19,1539,2017
Montana,1,20_29,1690,2017
Montana,2,20_29,1583,2017
Montana,1,30_39,1771,2017
Montana,2,30_39,1679,2017
Montana,1,40_49,1666,2017
Montana,2,40_49,1566,2017
Montana,1,50_59,1991,2017
Montana,2,50_59,1973,2017
Montana,1,60_69,866,2017
Montana,2,60_69,856,2017
Nebraska,1,00_04,2325,2017
Nebraska,2,00_04,2259,2017
Nebraska,1,05_09,2538,2017
Nebraska,2,05_09,2601,2017
Nebraska,1,10_19,5425,2017
Nebraska,2,10_19,5276,2017
Nebraska,1,20_29,4886,2017
Nebraska,2,20_29,4866,2017
Nebraska,1,30_39,4972,2017
Nebraska,2,30_39,4969,2017
Nebraska,1,40_49,4858,2017
Nebraska,2,40_49,5033,2017
Nebraska,1,50_59,5539,2017
Nebraska,2,50_59,5457,2017
Nebraska,1,60_69,2147,2017
Nebraska,2,60_69,2006,2017
Nevada,1,00_04,3701,2017
Nevada,2,00_04,3504,2017
Nevada,1,05_09,4244,2017
Nevada,2,05_09,4167,2017
Nevada,1,10_19,9263,2017
Nevada,2,10_19,8795,2017
Nevada,1,20_29,8854,2017
Nevada,2,20_29,9817,2017
Nevada,1,30_39,8830,2017
Nevada,2,30_39,10255,2017
Nevada,1,40_49,9961,2017
Nevada,2,40_49,10639,2017
Nevada,1,50_59,10123,2017
Nevada,2,50_59,10929,2017
Nevada,1,60_69,4165,2017
Nevada,2,60_69,4650,2017
New Hampshire,1,00_04,1649,2017
New Hampshire,2,00_04,1590,2017
New Hampshire,1,05_09,1938,2017
New Hampshire,2,05_09,1897,2017
New Hampshire,1,10_19,4706,2017
New Hampshire,2,10_19,4426,2017
New Hampshire,1,20_29,4456,2017
New Hampshire,2,20_29,4104,2017
New Hampshire,1,30_39,4135,2017
New Hampshire,2,30_39,4442,2017
New Hampshire,1,40_49,5282,2017
New Hampshire,2,40_49,5369,2017
New Hampshire,1,50_59,6175,2017
New Hampshire,2,50_59,6404,2017
New Hampshire,1,60_69,2390,2017
New Hampshire,2,60_69,2570,2017
New Jersey,1,00_04,14774,2017
New Jersey,2,00_04,14173,2017
New Jersey,1,05_09,17725,2017
New Jersey,2,05_09,16817,2017
New Jersey,1,10_19,40345,2017
New Jersey,2,10_19,38737,2017
New Jersey,1,20_29,34923,2017
New Jersey,2,20_29,34014,2017
New Jersey,1,30_39,32832,2017
New Jersey,2,30_39,36283,2017
New Jersey,1,40_49,43682,2017
New Jersey,2,40_49,46169,2017
New Jersey,1,50_59,48225,2017
New Jersey,2,50_59,51546,2017
New Jersey,1,60_69,17458,2017
New Jersey,2,60_69,18532,2017
New Mexico,1,00_04,1091,2017
New Mexico,2,00_04,953,2017
New Mexico,1,05_09,1385,2017
New Mexico,2,05_09,1295,2017
New Mexico,1,10_19,3255,2017
New Mexico,2,10_19,3126,2017
New Mexico,1,20_29,3376,2017
New Mexico,2,20_29,3265,2017
New Mexico,1,30_39,3640,2017
New Mexico,2,30_39,3326,2017
New Mexico,1,40_49,3512,2017
New Mexico,2,40_49,3410,2017
New Mexico,1,50_59,4093,2017
New Mexico,2,50_59,4072,2017
New Mexico,1,60_69,1723,2017
New Mexico,2,60_69,1720,2017
New York,1,00_04,22277,2017
New York,2,00_04,21086,2017
New York,1,05_09,25315,2017
New York,2,05_09,24393,2017
New York,1,10_19,58039,2017
New York,2,10_19,56101,2017
New York,1,20_29,66498,2017
New York,2,20_29,66123,2017
New York,1,30_39,65663,2017
New York,2,30_39,70518,2017
New York,1,40_49,68798,2017
New York,2,40_49,76028,2017
New York,1,50_59,80107,2017
New York,2,50_59,90814,2017
New York,1,60_69,32541,2017
New York,2,60_69,37300,2017
North Carolina,1,00_04,14934,2017
North Carolina,2,00_04,14058,2017
North Carolina,1,05_09,17980,2017
North Carolina,2,05_09,17372,2017
North Carolina,1,10_19,41155,2017
North Carolina,2,10_19,39818,2017
North Carolina,1,20_29,37521,2017
North Carolina,2,20_29,38189,2017
North Carolina,1,30_39,40515,2017
North Carolina,2,30_39,45308,2017
North Carolina,1,40_49,50878,2017
North Carolina,2,40_49,53462,2017
North Carolina,1,50_59,50552,2017
